COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS,label,source_file,video_title,content_clean,comment_length,token_count,url_count,exclamation_count,uppercase_ratio,has_url
z13phrmwrkfisn5er22eyrbpbvaiwfvwf04,Gaming and Stuff PRO,2013-11-28 21:14:13,"Hello! Do you like gaming, art videos, scientific experiments, tutorials,  lyrics videos, and much, much more of that? If you do please check out our  channel and subscribe to it, we've just started, but soon we hope we will  be able to cover all of our expectations... You can also check out what  we've got so far!﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,hello do you like gaming art videos scientific experiments tutorials lyrics videos and much much more of that if you do please check out our channel and subscribe to it we ve just started but soon we hope we will be able to cover all of our expectations you can also check out what we ve got so far,317,57,0,2,0.016666666666666666,0
z13bgdvyluihfv11i22rgxwhuvabzz1os04,Zielimeek21,2013-11-28 21:49:00,I'm only checking the views﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,i m only checking the views,28,5,0,0,0.045454545454545456,0
z13vxpnoxsyeuv2jr04cctprprb1slnxdf4,OutrightIgnite,2013-11-28 21:55:02,http://www.ebay.com/itm/171183229277?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url,94,2,1,0,0.27450980392156865,1
z12qth5j0ob1fx3q404chvy4fz32tbkpllk0k,Tony K Frazier,2013-11-28 23:57:13,http://ubuntuone.com/40beUutVu2ZKxK4uTgPZ8K﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url,44,1,1,0,0.2727272727272727,1
z13etj0bclzfztuwc04cgfvrgmf3fvjor1g,Jose Renteria,2013-11-29 00:22:01,"We are an EDM apparel company dedicated to bringing you music inspired  designs. Our clothing is perfect for any rave or music festival. We have  NEON crop tops, tank tops, t-shirts, v-necks and accessories! follow us on  Facebook or on instagraml for free giveaways news and more!! visit our site  at OnCueApparel﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,we are an edm apparel company dedicated to bringing you music inspired designs our clothing is perfect for any rave or music festival we have neon crop tops tank tops t shirts v necks and accessories follow us on facebook or on instagraml for free giveaways news and more visit our site at oncueapparel,315,52,0,3,0.05622489959839357,0
z12axnji5w2axxht522thb3bktvqjdlbp04,zhichao wang,2013-11-29 02:13:56,i think about 100 millions of the views come from people who only wanted to  check the views﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,i think about 100 millions of the views come from people who only wanted to check the views,93,18,0,0,0.0,0
z13ozdmr4lf3uzc5z04cix2zkyjzgvcyemw0k,Carlos Thegamer,2013-12-01 01:20:21,subscribe to my channel people :D﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,subscribe to my channel people d,34,6,0,0,0.037037037037037035,0
z12ohdxjtsatvppjb04cctprprb1slnxdf4,OutrightIgnite,2013-12-01 03:30:55,Show your AUBURN PRIDE HERE: http://www.teespring.com/tigermeathoodie﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,show your auburn pride here url,70,6,1,0,0.2807017543859649,1
z12ntlcqht2bvjewi04cf1up0xjvs5lq3mc0k,Owen Lai,2013-12-01 04:51:52,just checking the views﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,just checking the views,24,4,0,0,0.0,0
LZQPQhLyRh9EXArr4ZnVcDonSbvSMHKYOT24e_qR6fE,||GuitarZ||,2013-12-23 12:54:38,CHECK OUT MY CHANNEL,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,check out my channel,20,4,0,0,1.0,0
LZQPQhLyRh9y57URF7qpZRk3MVAJNLNhhZga_5YWBU8,Living4Techno,2013-12-25 19:46:26,marketglory . com/strategygame/andrijamatf earn real money from game,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,marketglory com strategygame andrijamatf earn real money from game,68,8,0,0,0.0,0
LZQPQhLyRh9vw01Xvvw5yWzZEUOPG1hSgRMHep55-Yw,8-BitMusic,2013-12-27 23:07:50,Hey guys! Im a 12 yr old music producer. I make chiptunes and 8bit music.  It would be wonderful if you checked out some of my 8bit remixes! I even  have a gangnamstyle 8bit remix if you would like to check that out ;)  Thanks!!,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,hey guys im a 12 yr old music producer i make chiptunes and 8bit music it would be wonderful if you checked out some of my 8bit remixes i even have a gangnamstyle 8bit remix if you would like to check that out thanks,228,45,0,4,0.03571428571428571,0
z13kszcinpnvc34v2234fnpxkpmlw3nhc04,Kyle Jaber,2014-01-19 00:21:29,Check me out! I'm kyle. I rap so yeah ﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,check me out i m kyle i rap so yeah,39,10,0,1,0.11538461538461539,0
z13tj514otzlurfbc04ccjwhrnmej1iihqw0k,Brandon Pryor,2014-01-19 00:36:25,I dont even watch it anymore i just come here to check on 2 Billion or not﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,i dont even watch it anymore i just come here to check on 2 billion or not,75,17,0,0,0.03508771929824561,0
z13zvh1rmk3cf3mby04civbq5mjtddmbysk0k,Fun&amp;Hacks,2014-01-19 00:42:35,"Subscribe to me for free Android games, apps.. ﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,subscribe to me for free android games apps,48,9,0,0,0.05555555555555555,0
z120y3ribybzdf3fj23sf1rpgq3cex0sh,Young Hittaz,2014-01-19 04:21:11,everyone please come check our newest song in memories of Martin Luther  King Jr.﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,everyone please come check our newest song in memories of martin luther king jr,82,14,0,0,0.06060606060606061,0
z13autsqgzblcx3w104chr4r2kexd10rxc0,DropShotSk8r,2014-01-19 04:27:18,"Came here to check the views, goodbye.﻿",0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,came here to check the views goodbye,39,7,0,0,0.03333333333333333,0
z12wvpxppxz3ifk3j224cbsgqraherzrg04,ElepticRage,2014-01-19 08:55:53,sub my channel for no reason -_-﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,sub my channel for no reason,33,7,0,0,0.0,0
z121e3zq5kj3ip2ch22ks3vwekuaibrgc04,Joengz,2014-01-19 10:31:10,"Check out my dubstep song ""Fireball"", made with Fruity Loops. I really took  time in it.  /watch?v=telOA6RIO8o﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,check out my dubstep song fireball made with fruity loops i really took time in it watch v teloa6rio8o,111,17,0,0,0.12195121951219512,0
z13kxpqqssa0hlryd04cc1dxeyyngljjngk,Tasha Lucius,2014-01-19 13:25:56,2 billion....Coming soon﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,2 billion coming soon,25,3,0,0,0.058823529411764705,0
z13iuzxwamqhzppyp04cdz1amyzpfdnpdns0k,Jason Provencal,2014-01-19 16:15:54,Why dafuq is a Korean song so big in the USA. Does that mean we support  Koreans? Last time I checked they wanted to bomb us. ﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,why dafuq is a korean song so big in the usa does that mean we support koreans last time i checked they wanted to bomb us,127,27,0,0,0.09375,0
z12txle43yfhvt0f323eghbxivmuytieq,Kiddy Kidso,2014-01-19 16:49:52,Check my channel please! And listen to the best music ever :P﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,check my channel please and listen to the best music ever p,62,12,0,1,0.0625,0
z13zj1grjzqhhxzlj23gdpzaovunwnn0f,HamzaMurt | Advanced Warefare | Lets Play!,2014-01-19 17:20:58,SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,sub 4 sub please like this comment i want a succesfull youtube so pplease like this comment and subscribe it only takes 10 seconds please if you subscribe ill subscribe back thanks,183,32,0,0,1.0,0
z13csdop4venytrru04cf11q1wmbdvkrfpo0k,ii Trollercopter,2014-01-19 17:25:23," Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,hey everyone i have just started my first yt channel i would be grateful if some of you peoples could check out my first clip in bf4 and give me some advice on how my video was and how i could improve it also be sure to go check out the about to see what im all about thanks for your time and to haters you hate i win,337,71,0,3,0.07258064516129033,0
z13ce52jzwfitrkup23din4ojputijen3,Eugene Kalinin,2014-01-19 19:21:04,"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,the projects after effects music foto web sites and another you can find and buy here url,161,17,1,0,0.07692307692307693,1
z13phfyxhovav1hl122bf5iidumufzbel,Cody Tolleson,2014-01-20 02:50:44,YouTube/codytolleson for awesome videos I'll subscribe back ﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,youtube codytolleson for awesome videos i ll subscribe back,61,8,0,0,0.058823529411764705,0
z13xytyybsypw34yv04cc33xkke1grugh2w,cake cat,2014-01-20 04:45:34,if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,if you like roblox minecraft world of warcraft gta5 mario suscribe to my channel,82,14,0,0,0.0,0
z13vsbcjwrybe3hsf23sgvnxfr3zxnion04,World327RS,2014-01-20 06:16:28,SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,subscribe to me and i ll subscribe to you must like czfcxsn0jnq,70,13,0,1,0.7254901960784313,0
z12jvnua2tifirkvk23cfjtpxwmgxfch004,Didier Drogba,2014-01-20 06:57:25,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url come follow and watch my stream,62,7,1,1,0.0,1
z13stv3brxe1snv2i225fnvganneudej004,MFkin PRXPHETZ,2014-01-20 09:08:39,"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,if you like raw talent raw lyrics straight real hip hop everyone check my newest sound dizzy x got the juice prod by drugs the model citizen comment tell me what you think dont be lazy 1 7 prophetz,216,40,0,4,0.28662420382165604,0
z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04,Dave X,2014-01-20 10:12:07,....subscribe......  ......to my........  .....channel.......﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,subscribe to my channel,62,4,0,0,0.0,0
z121znjjloycwtjf2233dfo5esfggn3lj,crestpee,2014-01-20 13:03:12,"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,now its 1 884 034 783 views pls comment the view count the next hour p,74,13,0,1,0.022222222222222223,0
z125zbmwryjwxzx4504cfjzwbtztuvkif3c,Leonardo Baptista,2014-01-20 15:10:27,http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url,125,2,1,0,0.10679611650485436,1
z12stpyqaonsercxw04cjbr4dlnrxd34soo0k,Phuc Ly,2014-01-20 15:27:47,go here to check the views :3﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,go here to check the views 3,30,7,0,0,0.0,0
z13nvr2xayrwffsio04cj3zwyuf3vb1imdg,Milan George,2014-01-20 16:15:09,thumbs up if u checked this video to see hw views it got﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,thumbs up if u checked this video to see hw views it got,57,13,0,0,0.0,0
z13uzhdomzvbffvwa04cgplq2zewfz2hm2k,Kirsty Brown,2014-01-20 16:41:27,Plz subscribe to my channel and I will subscribe back xx﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,plz subscribe to my channel and i will subscribe back xx,57,11,0,0,0.043478260869565216,0
z13ucxa51rnftvu2j22if5oihq2qipjlp,Kochos,2014-01-20 17:08:37,i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,i check back often to help reach 2x10 9 views and i avoid watching baby,72,14,0,0,0.03773584905660377,0
z120grixiomvyvbga04cfl24csz5jf4zzuc0k,eSkiip,2014-01-20 17:22:53,This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,this video will get to 2 billion just because of people checking if it has hit 2 billion yet,95,19,0,0,0.013888888888888888,0
z13gevgohyzktbztz22mcrcpntfxvpvan04,Wumrogue lite,2014-01-20 17:29:52,https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url like this facebook page chance to win an iphone 5s,116,10,1,2,0.08333333333333333,1
z12gy5tb2kase1nix04cipry3mf1wh5grko0k,Ruddy Tapia,2014-01-20 17:58:46,get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,get gwar to play 2015 superbowl url,157,8,1,0,0.03361344537815126,1
z13hxl3yoqmlvdlnu23atlqgsoyevlsse,Artsi,2014-01-20 18:52:12,Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,pls follow this channel url,55,5,1,2,0.023809523809523808,1
z12gv5qoconqsbe0h221wljgmwe4v1nmu,ProsGamerOnly,2014-01-20 20:00:55,hi guys check my youtube channel﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,hi guys check my youtube channel,33,6,0,0,0.0,0
z13eepr4dyjet34pt04cgr1rctvwsvqwqso0k,JP Jochem,2014-01-20 20:23:35,Subscribe and like to me for more how to videos on minecraft!﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,subscribe and like to me for more how to videos on minecraft,62,12,0,1,0.02040816326530612,0
z121st5w5k3ui1veg22zirn4gkr5tby2v,Jdidk Loma,2014-01-20 20:35:56,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url great game check it out,65,6,1,1,0.0,1
z13osnp4hnzry1o15224yfzbotr0epxqk04,BaconBro HD,2014-01-20 21:11:52,Subscribe ME!﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,subscribe me,14,2,0,1,0.2727272727272727,0
z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k,Eanna Cusack,2014-01-20 22:20:59,Im just to check how much views it has﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,im just to check how much views it has,39,9,0,0,0.03333333333333333,0
z12rc1ebfvrmufz5w04ccl2pmt3ih5dymq40k,fastestghost,2014-01-21 02:09:22,The first comment is chuck norrus ovbiously :D﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,the first comment is chuck norrus ovbiously d,47,8,0,0,0.05263157894736842,0
z13mcpkzpoz1hj3o304cfd3oouf2tj1rnk40k,StuntmanGaming,2014-01-21 02:29:43,Behold the most viewed youtube video in the history of ever﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,behold the most viewed youtube video in the history of ever,60,11,0,0,0.02040816326530612,0
z121cnnzhsybzjkt122nsviacsekvvt1r,Master Chief,2014-01-21 03:16:46,when is this gonna hit 2 billion?﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,when is this gonna hit 2 billion,34,7,0,0,0.0,0
z125gx4g5wemgtyvr23ryvlrbxjvwl2mi,David Bell,2014-01-21 03:18:31,the most viewed youtube video of all time?﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,the most viewed youtube video of all time,43,8,0,0,0.0,0
z12lzbu4iymmvjgj004cdjaonunljbjwwo00k,virgie natividad,2014-01-21 07:33:30,"969,210 dislikes like dislike themselves﻿",0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,969 210 dislikes like dislike themselves,41,5,0,0,0.0,0
z13kvvkixzvadn5ii04chnnbsvn3w1pq5dk,asd ad,2014-01-21 08:22:06,psy=korean﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,psy korean,11,1,0,0,0.0,0
z13zz3cjwmztcni0p23ug3vb0pasfvzqc04,Dymetex,2014-01-21 09:03:36,"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,omg this oldspice spraytan party commercial omg i m sitting here no this isn t a real thing is it omg,110,19,0,0,0.09876543209876543,0
z12ifxrbkmaechwtt22jwryqmoaefhipf04,MrTuizentfloot,2014-01-21 13:39:13,"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,this is the only video on youtube that get so much views just because we want to see how much views it has 1 000 000 every day i mean most people think a video is popular when it actually gets 1 000 000 views,215,41,0,0,0.02,0
LZQPQhLyRh_hbykd_Xw4oDROJbJTFrs-UbSB2xk8gRk,OREOGAM3R,2014-01-25 19:36:25,It's been back for quite a while now.,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,it s been back for quite a while now,37,8,0,0,0.03571428571428571,0
LZQPQhLyRh9U7Lv_DKpJ7lawpBCotxfgHzBy93Tk028,LEONARDO CAETANO,2014-01-27 19:36:00,2 Billions in 2014,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,2 billions in 2014,18,4,0,0,0.1,0
z12eexphzo2uslizg04cirmywyzjdnm5gqc0k,fab life,2014-11-02 00:48:57,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,plz check out fablife welcome to fablife for diys and challenges so plz subscribe thx,90,16,0,1,0.0,0
z124fn5ahqnfdbxtg23ihlijyqjqtr1lk,Oh 1080s,2014-11-02 01:08:10,Sub my channel!﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,sub my channel,16,3,0,1,0.08333333333333333,0
z12lubwrvv35zpzub23ywxbbiuawjbalc,Ariel Baptista,2014-11-02 05:06:46,http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url,94,2,1,0,0.27450980392156865,1
z13osfxhtkfmwpxue234z3wimzmcs1k2x,Stefano Albanese,2014-11-02 12:04:36,http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url,96,2,1,0,0.0,1
z12tcdxa5k3bsvtqh04ccnaqusj1vvfju3s,Salim Tayara,2014-11-02 14:33:30,"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,if your like drones plz subscribe to kamal tayara he takes videos with his drone that are absolutely beautiful,115,19,0,0,0.03260869565217391,0
z13gsp34uumcdje4q04civk54zr4wr0gxjc,Lucky D.,2014-11-02 14:53:06,http://hackfbaccountlive.com/?ref=4604617﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url,42,1,1,0,0.0,1
z123e1gg3zyuf30ox04cdtbzgmaby3ehjc0,Lucas Trigo,2014-11-02 15:52:22,"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,whats up everyone i trying to showcase my talent to the world i have over 3000 subscribers i promise i dont suck please spread my covers around subscribe amp share thanks so much for all your support lucas trigo stay awesome,243,43,0,8,0.38333333333333336,0
z13ezz5zsz3pyhyip04cibtpwwbdejzrmlk0k,TheHariiiii,2014-11-02 16:17:11,-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,gt gt gt gt url lt,145,3,1,0,0.015625,1
z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw,Angel,2014-11-02 17:27:09,"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,hi there i m group leader of angel a rookie korean pop group we have four members chanicka julie stephanie and myself leah please feel free to check out our channel and leave some feedback on our cover videos criticism is welcome as we know we re not top notch singers so please come leave some constructive feedback on our videos we appreciate any chance to improve before auditioning for a korean management company we plan on auditioning for jyp bighit jellyfish yg or sm thank you for taking time out of your day to read this,556,96,0,1,0.053117782909930716,0
z122f1fy5muwdxdxd04cexyxes3hh5hrifc,Squir3,2014-11-02 18:34:03,http://woobox.com/33gxrf/brt0u5 FREE CS GO!!!!﻿,1,spam,Youtube01-Psy.csv,PSY - GANGNAM STYLE,url free cs go,47,4,1,4,0.27586206896551724,1
z12jud4o3n34v5wph04ce3db0y2njn55gog0k,Kaya Roberts,2014-11-02 20:00:37,Admit it you just came here to check the number of viewers ﻿,0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,admit it you just came here to check the number of viewers,60,13,0,0,0.02127659574468085,0
z12xxjkwevvjzvvms22xz3sjqovty3qip04,Prim N.,2014-11-02 22:48:21,"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0,ham,Youtube01-Psy.csv,PSY - GANGNAM STYLE,just coming to check if people are still viewing this video and apparently they still do,93,16,0,0,0.0273972602739726,0
